Id,Age,Income,Home,Emp_length,Intent, Amount ,Rate,Status,Percent_income,Default,Cred_length
17053,23,26976,RENT,4,EDUCATION," 9,000.00 ",7.51,1,0.33,N,2
30758,42,27000,RENT,4,MEDICAL," 9,000.00 ",11.11,1,0.33,N,16
1520,25,27500,MORTGAGE,,EDUCATION," 9,000.00 ",7.49,0,0.33,N,4
9780,23,27600,RENT,3,VENTURE," 9,000.00 ",13.98,1,0.33,Y,3
1638,24,28000,OTHER,0,EDUCATION," 9,000.00 ",10.83,1,0.32,N,3
23568,33,28200,RENT,2,EDUCATION," 9,000.00 ",,1,0.32,N,8
9781,22,28800,RENT,5,MEDICAL," 9,000.00 ",10.99,1,0.31,N,2
14552,26,28944,OWN,10,EDUCATION," 9,000.00 ",,0,0.31,N,4
23584,29,29000,RENT,1,HOMEIMPROVEMENT," 9,000.00 ",6.54,1,0.31,N,9
9810,23,29000,RENT,2,EDUCATION," 9,000.00 ",11.71,1,0.31,N,2
23588,31,29000,RENT,5,MEDICAL," 9,000.00 ",15.37,1,0.31,N,9
2925,22,29000,MORTGAGE,5,DEBTCONSOLIDATION," 9,000.00 ",,1,0.31,N,4
9815,22,29000,RENT,7,MEDICAL," 9,000.00 ",,1,0.31,N,2
19029,32,30000,MORTGAGE,0,VENTURE," 9,000.00 ",5.42,0,0.3,N,9
1924,21,30000,OWN,5,MEDICAL," 9,000.00 ",5.99,0,0.3,N,4
9786,26,30000,RENT,8,EDUCATION," 9,000.00 ",5.99,1,0.3,N,2
23592,29,30000,RENT,7,HOMEIMPROVEMENT," 9,000.00 ",6.91,1,0.3,N,8
2045,25,30000,MORTGAGE,4,DEBTCONSOLIDATION," 9,000.00 ",7.51,0,0.3,N,4
19814,29,30000,MORTGAGE,13,PERSONAL," 9,000.00 ",10.36,1,0.3,N,10
30760,36,30000,RENT,0,EDUCATION," 9,000.00 ",12.18,0,0.3,N,17
9785,21,30000,RENT,5,MEDICAL," 9,000.00 ",12.99,0,0.3,Y,2
9782,22,30000,RENT,0,HOMEIMPROVEMENT," 9,000.00 ",13.49,1,0.3,Y,4
23572,35,30000,RENT,0,MEDICAL," 9,000.00 ",13.92,0,0.3,Y,7
9791,23,30000,RENT,2,MEDICAL," 9,000.00 ",14.61,1,0.3,Y,4
9824,24,30000,RENT,0,EDUCATION," 9,000.00 ",15.58,1,0.3,N,3
9831,26,30000,RENT,0,DEBTCONSOLIDATION," 9,000.00 ",15.65,1,0.3,Y,4
30762,39,30000,RENT,6,DEBTCONSOLIDATION," 9,000.00 ",16.89,1,0.3,N,16
9783,25,30000,RENT,9,DEBTCONSOLIDATION," 9,000.00 ",17.58,1,0.3,Y,4
16720,25,30000,RENT,9,VENTURE," 9,000.00 ",17.58,0,0.3,N,2
9784,22,30000,RENT,2,EDUCATION," 9,000.00 ",,0,0.3,N,3
2243,24,31000,MORTGAGE,8,PERSONAL," 9,000.00 ",14.84,1,0.29,Y,4
9792,24,31200,RENT,7,PERSONAL," 9,000.00 ",10.38,0,0.29,N,4
23574,27,32000,RENT,4,MEDICAL," 9,000.00 ",11.48,1,0.28,N,8
23573,29,32000,RENT,5,PERSONAL," 9,000.00 ",16.77,0,0.28,N,5
28092,29,32000,RENT,5,PERSONAL," 9,000.00 ",16.77,0,0.28,N,8
23610,28,32200,RENT,2,EDUCATION," 9,000.00 ",13.99,1,0.28,Y,7
23577,30,32400,RENT,0,PERSONAL," 9,000.00 ",11.22,0,0.28,N,10
23611,28,32400,RENT,1,PERSONAL," 9,000.00 ",15.62,1,0.28,Y,10
9802,25,33000,RENT,3,PERSONAL," 9,000.00 ",5.79,0,0.27,N,3
9803,25,33000,RENT,5,MEDICAL," 9,000.00 ",7.14,0,0.27,N,2
9801,22,33000,RENT,6,EDUCATION," 9,000.00 ",11.99,0,0.27,N,4
20206,27,33000,MORTGAGE,8,EDUCATION," 9,000.00 ",12.49,1,0.27,Y,8
9800,21,33000,RENT,5,EDUCATION," 9,000.00 ",12.69,0,0.27,N,3
3893,26,33000,MORTGAGE,0,HOMEIMPROVEMENT," 9,000.00 ",13.72,1,0.27,N,2
2615,23,33098,MORTGAGE,,DEBTCONSOLIDATION," 9,000.00 ",16.29,1,0.27,Y,3
2631,23,33300,OWN,2,VENTURE," 9,000.00 ",13.57,0,0.27,Y,4
9846,23,33359,RENT,2,EDUCATION," 9,000.00 ",,1,0.27,N,4
17692,23,33359,RENT,2,MEDICAL," 9,000.00 ",,1,0.27,N,4
19467,30,33600,MORTGAGE,5,EDUCATION," 9,000.00 ",6.91,0,0.27,N,6
9804,21,33600,RENT,5,PERSONAL," 9,000.00 ",11.86,1,0.27,N,4
9805,22,33600,RENT,6,PERSONAL," 9,000.00 ",,1,0.27,N,4
19480,34,33612,MORTGAGE,0,PERSONAL," 9,000.00 ",7.74,1,0.27,N,9
9848,24,33996,RENT,1,EDUCATION," 9,000.00 ",16,1,0.26,Y,2
20270,29,33996,OTHER,0,DEBTCONSOLIDATION," 9,000.00 ",,1,0.26,Y,9
23581,31,34000,RENT,1,PERSONAL," 9,000.00 ",11.48,0,0.26,N,5
9806,24,34000,RENT,0,DEBTCONSOLIDATION," 9,000.00 ",11.83,0,0.26,N,4
9808,24,34000,RENT,2,DEBTCONSOLIDATION," 9,000.00 ",13.16,0,0.26,N,3
23580,33,34000,RENT,3,VENTURE," 9,000.00 ",14.17,1,0.26,Y,10
9855,23,34000,RENT,5,MEDICAL," 9,000.00 ",17.06,1,0.26,Y,4
23582,30,34000,RENT,3,PERSONAL," 9,000.00 ",,0,0.26,N,8
2773,23,34174,MORTGAGE,8,PERSONAL," 9,000.00 ",13.47,0,0.26,N,4
9809,26,34320,RENT,2,EDUCATION," 9,000.00 ",6.62,1,0.26,N,2
23585,32,35000,RENT,0,MEDICAL," 9,000.00 ",8.59,0,0.26,N,6
9813,21,35000,RENT,5,MEDICAL," 9,000.00 ",8.94,0,0.26,N,3
19596,27,35000,MORTGAGE,11,MEDICAL," 9,000.00 ",11.49,0,0.26,N,5
3061,22,35004,OWN,1,VENTURE," 9,000.00 ",10,0,0.26,N,2
19712,34,35100,MORTGAGE,16,PERSONAL," 9,000.00 ",13.47,0,0.26,N,10
28894,34,35100,MORTGAGE,16,EDUCATION," 9,000.00 ",13.47,0,0.26,N,8
19719,31,35352,MORTGAGE,15,MEDICAL," 9,000.00 ",6.03,0,0.25,N,9
28552,31,35352,MORTGAGE,15,DEBTCONSOLIDATION," 9,000.00 ",6.03,0,0.25,N,5
3119,23,35500,MORTGAGE,8,EDUCATION," 9,000.00 ",7.49,0,0.25,N,3
9862,23,35500,RENT,2,HOMEIMPROVEMENT," 9,000.00 ",15.99,1,0.25,Y,2
3269,26,36000,MORTGAGE,10,VENTURE," 9,000.00 ",5.42,0,0.25,N,4
30763,43,36000,RENT,0,MEDICAL," 9,000.00 ",5.79,0,0.25,N,17
32049,43,36000,RENT,0,MEDICAL," 9,000.00 ",5.79,0,0.25,N,14
3334,25,36000,MORTGAGE,0,DEBTCONSOLIDATION," 9,000.00 ",7.14,0,0.25,N,4
29709,37,36000,MORTGAGE,7,EDUCATION," 9,000.00 ",7.49,0,0.25,N,17
9817,23,36000,RENT,3,EDUCATION," 9,000.00 ",9.99,0,0.25,N,2
9832,23,36000,RENT,6,VENTURE," 9,000.00 ",10.78,0,0.25,Y,4
9819,23,36000,RENT,,DEBTCONSOLIDATION," 9,000.00 ",11.11,0,0.25,N,3
16133,23,36000,RENT,,DEBTCONSOLIDATION," 9,000.00 ",11.11,0,0.25,N,4
30767,38,36000,RENT,10,MEDICAL," 9,000.00 ",11.83,0,0.25,N,11
30766,36,36000,RENT,3,DEBTCONSOLIDATION," 9,000.00 ",12.73,0,0.25,Y,17
23626,35,36000,RENT,4,MEDICAL," 9,000.00 ",18.39,1,0.25,Y,6
9823,22,36000,RENT,3,EDUCATION," 9,000.00 ",,0,0.25,Y,2
9834,21,36120,RENT,5,VENTURE," 9,000.00 ",10.39,0,0.25,N,2
9873,21,36140,RENT,5,EDUCATION," 9,000.00 ",8.94,1,0.25,N,2
3424,25,36300,MORTGAGE,5,VENTURE," 9,000.00 ",6.99,0,0.25,N,2
23597,27,36400,RENT,5,MEDICAL," 9,000.00 ",7.49,0,0.25,N,8
29103,27,36400,RENT,5,EDUCATION," 9,000.00 ",7.49,0,0.25,N,6
23601,32,37000,RENT,16,MEDICAL," 9,000.00 ",6.92,0,0.24,N,8
9836,24,37000,RENT,5,VENTURE," 9,000.00 ",7.14,0,0.24,N,2
23602,27,37000,RENT,6,MEDICAL," 9,000.00 ",8.94,0,0.24,N,7
12845,25,37000,OWN,6,MEDICAL," 9,000.00 ",10.25,0,0.24,N,3
23599,27,37000,RENT,,MEDICAL," 9,000.00 ",11.11,0,0.24,N,5
19977,30,37017,MORTGAGE,3,PERSONAL," 9,000.00 ",6.54,0,0.24,N,7
23603,31,37200,RENT,4,DEBTCONSOLIDATION," 9,000.00 ",7.51,0,0.24,N,6
23634,28,37200,RENT,,HOMEIMPROVEMENT," 9,000.00 ",14.59,1,0.24,Y,8
9838,22,37500,RENT,0,MEDICAL," 9,000.00 ",9.63,0,0.24,N,4
5111,25,37700,MORTGAGE,7,EDUCATION," 9,000.00 ",11.58,1,0.24,N,2
3652,25,38000,MORTGAGE,9,HOMEIMPROVEMENT," 9,000.00 ",6.99,0,0.24,N,4
23608,28,38000,RENT,8,DEBTCONSOLIDATION," 9,000.00 ",9.96,0,0.24,N,9
23605,35,38000,RENT,1,DEBTCONSOLIDATION," 9,000.00 ",14.65,0,0.24,Y,8
9844,24,38400,RENT,6,DEBTCONSOLIDATION," 9,000.00 ",7.9,0,0.23,N,2
23637,32,38482,RENT,6,MEDICAL," 9,000.00 ",15.31,1,0.23,Y,7
9845,22,38500,RENT,1,MEDICAL," 9,000.00 ",10.83,0,0.23,N,2
23613,27,39000,RENT,1,MEDICAL," 9,000.00 ",10.08,0,0.23,N,8
23612,31,39000,RENT,5,MEDICAL," 9,000.00 ",10.71,0,0.23,N,6
25235,29,39000,OWN,10,PERSONAL," 9,000.00 ",12.72,0,0.23,Y,9
9901,25,39512,RENT,3,VENTURE," 9,000.00 ",15.23,1,0.23,N,4
9847,23,39600,RENT,7,PERSONAL," 9,000.00 ",11.99,0,0.23,N,3
9853,23,40000,RENT,4,VENTURE," 9,000.00 ",7.49,0,0.23,N,3
29846,38,40000,OWN,6,MEDICAL," 9,000.00 ",7.49,0,0.23,N,16
4300,21,40000,MORTGAGE,5,MEDICAL," 9,000.00 ",7.51,0,0.23,N,4
4321,24,40000,OWN,1,HOMEIMPROVEMENT," 9,000.00 ",8.94,0,0.23,N,3
9851,22,40000,RENT,2,EDUCATION," 9,000.00 ",10.59,0,0.23,N,4
20345,32,40000,MORTGAGE,12,EDUCATION," 9,000.00 ",10.59,0,0.23,N,7
4333,21,40000,MORTGAGE,5,EDUCATION," 9,000.00 ",11.14,0,0.23,N,3
9850,24,40000,RENT,1,VENTURE," 9,000.00 ",11.99,0,0.23,N,4
9858,25,40000,RENT,1,PERSONAL," 9,000.00 ",12.53,0,0.23,N,2
23618,28,40000,RENT,2,MEDICAL," 9,000.00 ",12.53,0,0.23,N,5
29019,28,40000,RENT,2,MEDICAL," 9,000.00 ",12.53,0,0.23,N,8
9854,23,40000,RENT,1,EDUCATION," 9,000.00 ",12.61,0,0.23,Y,2
20461,33,40000,MORTGAGE,3,EDUCATION," 9,000.00 ",13.16,0,0.23,N,5
23614,29,40000,RENT,2,VENTURE," 9,000.00 ",14.27,0,0.23,Y,5
23616,30,40000,RENT,9,EDUCATION," 9,000.00 ",16.77,0,0.23,Y,5
28332,30,40000,RENT,9,MEDICAL," 9,000.00 ",16.77,0,0.23,Y,9
23619,32,40020,RENT,2,DEBTCONSOLIDATION," 9,000.00 ",14.35,0,0.22,N,6
23620,31,40800,RENT,6,PERSONAL," 9,000.00 ",,0,0.22,N,6
4525,24,41000,MORTGAGE,3,DEBTCONSOLIDATION," 9,000.00 ",9.88,0,0.22,N,2
23622,28,41000,RENT,1,MEDICAL," 9,000.00 ",9.88,0,0.22,N,8
4507,26,41000,OWN,7,HOMEIMPROVEMENT," 9,000.00 ",,0,0.22,N,4
20531,33,41000,MORTGAGE,6,MEDICAL," 9,000.00 ",,0,0.22,N,9
20658,33,42000,MORTGAGE,5,EDUCATION," 9,000.00 ",5.79,0,0.21,N,5
20629,31,42000,MORTGAGE,3,MEDICAL," 9,000.00 ",6.99,0,0.21,N,8
9871,23,42000,RENT,3,DEBTCONSOLIDATION," 9,000.00 ",7.51,0,0.21,N,4
4739,22,42000,OWN,2,VENTURE," 9,000.00 ",7.66,0,0.21,N,2
20713,32,42000,MORTGAGE,3,VENTURE," 9,000.00 ",7.74,0,0.21,N,8
9868,23,42000,RENT,7,VENTURE," 9,000.00 ",8.49,0,0.21,N,4
23627,29,42000,RENT,13,PERSONAL," 9,000.00 ",13.06,0,0.21,N,5
23630,33,42000,RENT,3,MEDICAL," 9,000.00 ",,0,0.21,N,8
23631,33,42597,RENT,5,VENTURE," 9,000.00 ",10.37,0,0.21,N,5
9874,26,42600,RENT,3,PERSONAL," 9,000.00 ",14.96,0,0.21,N,2
9875,25,42900,RENT,9,MEDICAL," 9,000.00 ",6.76,0,0.21,N,4
5034,23,43000,MORTGAGE,1,PERSONAL," 9,000.00 ",9.63,0,0.21,N,2
17591,23,43000,MORTGAGE,1,EDUCATION," 9,000.00 ",9.63,0,0.21,N,2
4964,22,43000,MORTGAGE,6,EDUCATION," 9,000.00 ",11.71,0,0.21,N,4
9878,26,43000,RENT,0,PERSONAL," 9,000.00 ",13.85,0,0.21,Y,4
9881,23,43200,RENT,0,EDUCATION," 9,000.00 ",6.17,0,0.21,N,3
9879,22,43200,RENT,4,EDUCATION," 9,000.00 ",14.54,0,0.21,Y,4
5101,25,43500,MORTGAGE,2,HOMEIMPROVEMENT," 9,000.00 ",9.63,0,0.21,N,4
6408,25,43633,MORTGAGE,3,DEBTCONSOLIDATION," 9,000.00 ",15.62,1,0.21,N,3
9884,25,44000,RENT,9,MEDICAL," 9,000.00 ",7.29,0,0.2,N,3
9885,25,44000,RENT,0,MEDICAL," 9,000.00 ",8.94,0,0.2,N,3
9883,26,44000,RENT,4,DEBTCONSOLIDATION," 9,000.00 ",10.99,0,0.2,N,2
23658,33,44000,RENT,0,MEDICAL," 9,000.00 ",15.21,1,0.2,Y,6
5179,24,44000,OWN,8,PERSONAL," 9,000.00 ",15.31,0,0.2,Y,2
6902,22,44004,MORTGAGE,3,VENTURE," 9,000.00 ",14.11,1,0.2,Y,3
17428,22,44004,MORTGAGE,3,EDUCATION," 9,000.00 ",14.11,1,0.2,N,4
9886,25,44640,RENT,4,PERSONAL," 9,000.00 ",10.65,0,0.2,N,4
30775,37,44700,RENT,0,DEBTCONSOLIDATION," 9,000.00 ",8.59,0,0.2,N,16
30777,40,44940,RENT,2,EDUCATION," 9,000.00 ",8.94,0,0.2,N,13
9890,23,45000,RENT,4,EDUCATION," 9,000.00 ",5.99,0,0.2,N,3
5258,25,45000,MORTGAGE,3,EDUCATION," 9,000.00 ",6.62,0,0.2,N,3
9889,22,45000,RENT,7,PERSONAL," 9,000.00 ",7.9,0,0.2,N,3
9891,21,45000,RENT,3,MEDICAL," 9,000.00 ",8.49,0,0.2,N,3
9898,26,45000,RENT,0,DEBTCONSOLIDATION," 9,000.00 ",10.39,0,0.2,N,2
9887,23,45000,RENT,7,EDUCATION," 9,000.00 ",10.65,0,0.2,N,2
5593,25,45000,OWN,1,HOMEIMPROVEMENT," 9,000.00 ",11.03,0,0.2,N,2
9896,22,45000,RENT,0,EDUCATION," 9,000.00 ",11.48,0,0.2,N,4
16514,22,45000,RENT,0,VENTURE," 9,000.00 ",11.48,0,0.2,N,4
30783,37,45000,RENT,1,PERSONAL," 9,000.00 ",11.71,1,0.2,N,12
31998,37,45000,RENT,1,DEBTCONSOLIDATION," 9,000.00 ",11.71,1,0.2,N,16
23641,29,45000,RENT,0,DEBTCONSOLIDATION," 9,000.00 ",12.69,0,0.2,N,7
23643,31,45000,RENT,2,EDUCATION," 9,000.00 ",12.84,0,0.2,N,5
9892,22,45000,RENT,0,EDUCATION," 9,000.00 ",14.26,0,0.2,Y,3
23638,28,45000,RENT,4,DEBTCONSOLIDATION," 9,000.00 ",14.65,0,0.2,N,10
28466,28,45000,RENT,4,MEDICAL," 9,000.00 ",14.65,0,0.2,N,6
9899,22,45004,RENT,1,PERSONAL," 9,000.00 ",14.35,0,0.2,Y,4
5600,25,45149,MORTGAGE,,EDUCATION," 9,000.00 ",5.79,0,0.2,N,4
30780,41,45600,RENT,3,DEBTCONSOLIDATION," 9,000.00 ",10,0,0.2,N,12
30779,38,45600,RENT,5,VENTURE," 9,000.00 ",16.29,0,0.2,Y,13
9906,24,45888,RENT,5,MEDICAL," 9,000.00 ",5.79,0,0.2,N,3
16009,24,45888,RENT,5,EDUCATION," 9,000.00 ",5.79,0,0.2,N,4
9907,26,46000,RENT,4,PERSONAL," 9,000.00 ",7.14,0,0.2,N,3
17725,26,46000,RENT,4,DEBTCONSOLIDATION," 9,000.00 ",7.14,0,0.2,N,3
23648,30,46000,RENT,5,VENTURE," 9,000.00 ",7.29,0,0.2,N,5
23647,32,46000,RENT,4,MEDICAL," 9,000.00 ",7.51,0,0.2,N,9
28199,32,46000,RENT,4,MEDICAL," 9,000.00 ",7.51,0,0.2,N,5
9908,24,46000,RENT,4,PERSONAL," 9,000.00 ",13.22,0,0.2,N,3
23673,28,46000,RENT,3,DEBTCONSOLIDATION," 9,000.00 ",17.56,1,0.2,Y,7
5758,23,46113,MORTGAGE,4,PERSONAL," 9,000.00 ",15.99,0,0.2,Y,4
9909,23,46200,RENT,5,PERSONAL," 9,000.00 ",9.99,0,0.19,N,3
9910,25,46500,RENT,9,MEDICAL," 9,000.00 ",,0,0.19,N,3
9911,24,46704,RENT,2,EDUCATION," 9,000.00 ",11.49,0,0.19,N,4
16249,24,46704,RENT,2,PERSONAL," 9,000.00 ",11.49,0,0.19,N,3
5801,23,46800,OWN,7,VENTURE," 9,000.00 ",,0,0.19,Y,4
16146,23,46800,OWN,7,VENTURE," 9,000.00 ",,0,0.19,N,4
9912,25,47000,RENT,1,DEBTCONSOLIDATION," 9,000.00 ",7.51,0,0.19,N,3
5882,24,47000,MORTGAGE,0,MEDICAL," 9,000.00 ",8.94,0,0.19,N,3
21315,28,47000,MORTGAGE,5,HOMEIMPROVEMENT," 9,000.00 ",12.42,0,0.19,N,8
23649,27,47000,RENT,3,EDUCATION," 9,000.00 ",12.98,0,0.19,N,7
23650,34,47700,RENT,2,DEBTCONSOLIDATION," 9,000.00 ",7.14,0,0.19,N,7
28637,34,47700,RENT,2,DEBTCONSOLIDATION," 9,000.00 ",7.14,0,0.19,N,10
9913,22,47840,RENT,0,EDUCATION," 9,000.00 ",12.53,0,0.19,N,4
21482,34,48000,MORTGAGE,10,DEBTCONSOLIDATION," 9,000.00 ",7.14,0,0.19,N,6
9915,22,48000,RENT,2,DEBTCONSOLIDATION," 9,000.00 ",7.88,0,0.19,N,2
23655,28,48000,RENT,11,MEDICAL," 9,000.00 ",8.59,0,0.19,N,7
9918,26,48000,RENT,7,PERSONAL," 9,000.00 ",8.94,0,0.19,N,3
17327,26,48000,RENT,7,MEDICAL," 9,000.00 ",8.94,0,0.19,N,3
23653,27,48000,RENT,5,MEDICAL," 9,000.00 ",10.99,0,0.19,N,10
21432,29,48000,MORTGAGE,3,EDUCATION," 9,000.00 ",11.99,0,0.19,N,5
21393,30,48000,MORTGAGE,3,HOMEIMPROVEMENT," 9,000.00 ",12.42,0,0.19,N,7
9919,25,48000,RENT,3,PERSONAL," 9,000.00 ",13.79,0,0.19,Y,2
16355,25,48000,RENT,3,MEDICAL," 9,000.00 ",13.79,0,0.19,Y,2
23652,32,48000,RENT,3,DEBTCONSOLIDATION," 9,000.00 ",13.99,0,0.19,N,8
9964,25,48000,RENT,7,HOMEIMPROVEMENT," 9,000.00 ",15.05,1,0.19,Y,3
30406,38,48000,MORTGAGE,23,MEDICAL," 9,000.00 ",15.21,1,0.19,Y,15
6301,24,48800,MORTGAGE,7,DEBTCONSOLIDATION," 9,000.00 ",7.49,0,0.18,N,2
30781,36,48960,RENT,17,EDUCATION," 9,000.00 ",10.99,0,0.18,N,12
5105,23,49029,RENT,1,MEDICAL," 9,000.00 ",,1,0.18,N,2
9920,22,49500,RENT,0,PERSONAL," 9,000.00 ",14.35,0,0.18,Y,4
6531,25,50000,MORTGAGE,4,DEBTCONSOLIDATION," 9,000.00 ",6.03,0,0.18,N,2
6723,24,50000,MORTGAGE,8,HOMEIMPROVEMENT," 9,000.00 ",7.14,0,0.18,N,2
23659,33,50000,RENT,1,DEBTCONSOLIDATION," 9,000.00 ",7.51,0,0.18,N,5
28777,33,50000,RENT,1,HOMEIMPROVEMENT," 9,000.00 ",7.51,0,0.18,N,9
6572,22,50000,MORTGAGE,7,DEBTCONSOLIDATION," 9,000.00 ",8.49,0,0.18,N,2
6783,23,50000,MORTGAGE,5,PERSONAL," 9,000.00 ",11.14,0,0.18,N,2
9927,23,50000,RENT,7,PERSONAL," 9,000.00 ",12.18,0,0.18,N,4
21861,27,50000,OWN,3,MEDICAL," 9,000.00 ",12.53,0,0.18,N,8
9922,25,50000,RENT,5,DEBTCONSOLIDATION," 9,000.00 ",12.69,0,0.18,N,3
6446,21,50000,MORTGAGE,5,EDUCATION," 9,000.00 ",13.49,0,0.18,N,4
16189,21,50000,MORTGAGE,5,PERSONAL," 9,000.00 ",13.49,0,0.18,N,2
6787,23,50000,MORTGAGE,1,PERSONAL," 9,000.00 ",,0,0.18,N,2
6875,24,50000,MORTGAGE,7,PERSONAL," 9,000.00 ",,0,0.18,Y,3
21633,28,50000,MORTGAGE,0,PERSONAL," 9,000.00 ",,0,0.18,N,7
29038,28,50000,MORTGAGE,0,MEDICAL," 9,000.00 ",,0,0.18,N,10
9928,26,50004,RENT,0,EDUCATION," 9,000.00 ",6.17,0,0.18,N,4
9929,26,50200,RENT,1,HOMEIMPROVEMENT," 9,000.00 ",7.66,0,0.18,N,3
16527,26,50200,RENT,1,EDUCATION," 9,000.00 ",7.66,0,0.18,N,3
21934,29,50400,OWN,4,EDUCATION," 9,000.00 ",10.37,0,0.18,N,9
9930,26,50760,RENT,3,DEBTCONSOLIDATION," 9,000.00 ",8.94,0,0.18,N,2
9936,24,51000,RENT,3,MEDICAL," 9,000.00 ",5.79,0,0.18,N,3
7036,24,51000,OWN,8,HOMEIMPROVEMENT," 9,000.00 ",7.14,0,0.18,N,3
6997,26,51000,MORTGAGE,11,HOMEIMPROVEMENT," 9,000.00 ",9.99,0,0.18,N,3
9935,23,51000,RENT,2,EDUCATION," 9,000.00 ",10.99,0,0.18,N,2
23667,31,51000,RENT,5,PERSONAL," 9,000.00 ",10.99,0,0.18,N,7
23666,32,51000,RENT,1,PERSONAL," 9,000.00 ",12.99,0,0.18,Y,5
9937,22,51000,RENT,4,EDUCATION," 9,000.00 ",15.33,0,0.18,N,4
9939,26,51400,RENT,4,DEBTCONSOLIDATION," 9,000.00 ",13.61,0,0.18,N,2
23668,30,51600,RENT,5,DEBTCONSOLIDATION," 9,000.00 ",6.54,0,0.17,N,6
9942,26,51840,RENT,9,EDUCATION," 9,000.00 ",8,0,0.17,N,4
7230,24,52000,MORTGAGE,6,VENTURE," 9,000.00 ",5.79,0,0.17,N,2
9945,22,52000,RENT,0,MEDICAL," 9,000.00 ",10.65,0,0.17,N,3
9951,21,52000,RENT,0,EDUCATION," 9,000.00 ",11.83,0,0.17,N,4
22127,30,52000,MORTGAGE,9,PERSONAL," 9,000.00 ",12.49,0,0.17,Y,6
9943,23,52000,RENT,0,VENTURE," 9,000.00 ",12.69,0,0.17,N,2
9952,22,52000,RENT,6,PERSONAL," 9,000.00 ",14.11,0,0.17,Y,3
23669,35,52000,RENT,2,VENTURE," 9,000.00 ",,0,0.17,N,9
22133,28,52260,MORTGAGE,4,EDUCATION," 9,000.00 ",7.51,0,0.17,N,7
7352,25,52500,MORTGAGE,4,DEBTCONSOLIDATION," 9,000.00 ",7.88,0,0.17,N,4
9955,24,52800,RENT,8,DEBTCONSOLIDATION," 9,000.00 ",7.49,0,0.17,N,4
16380,24,52800,RENT,8,PERSONAL," 9,000.00 ",7.49,0,0.17,N,4
9954,24,52800,RENT,2,VENTURE," 9,000.00 ",7.9,0,0.17,N,2
23678,32,53000,RENT,4,MEDICAL," 9,000.00 ",5.79,0,0.17,N,6
9956,23,53000,RENT,0,VENTURE," 9,000.00 ",12.09,0,0.17,Y,3
20857,27,53321,RENT,11,MEDICAL," 9,000.00 ",15.58,1,0.17,Y,7
9957,23,53664,RENT,1,DEBTCONSOLIDATION," 9,000.00 ",12.21,0,0.17,N,4
22238,27,54000,MORTGAGE,4,MEDICAL," 9,000.00 ",6.62,0,0.17,N,10
7675,22,54000,MORTGAGE,3,PERSONAL," 9,000.00 ",7.51,0,0.17,N,3
7689,26,54000,MORTGAGE,10,DEBTCONSOLIDATION," 9,000.00 ",8.94,0,0.17,N,4
7682,24,54000,MORTGAGE,5,MEDICAL," 9,000.00 ",11.14,0,0.17,N,4
30395,39,54000,MORTGAGE,23,HOMEIMPROVEMENT," 9,000.00 ",11.71,0,0.17,N,12
20866,31,54000,RENT,3,HOMEIMPROVEMENT," 9,000.00 ",12.49,1,0.17,N,7
20863,35,54000,RENT,1,MEDICAL," 9,000.00 ",14.46,1,0.17,N,9
28651,35,54000,RENT,1,EDUCATION," 9,000.00 ",14.46,1,0.17,N,8
30009,43,54000,RENT,0,HOMEIMPROVEMENT," 9,000.00 ",15.65,1,0.17,Y,16
32216,43,54000,RENT,0,PERSONAL," 9,000.00 ",15.65,1,0.17,Y,14
9960,22,54000,RENT,4,DEBTCONSOLIDATION," 9,000.00 ",15.96,0,0.17,Y,3
22336,27,54216,MORTGAGE,4,PERSONAL," 9,000.00 ",5.99,0,0.17,N,5
20867,28,54989,RENT,1,HOMEIMPROVEMENT," 9,000.00 ",,1,0.16,N,8
30421,47,54996,MORTGAGE,7,MEDICAL," 9,000.00 ",10.38,0,0.16,N,16
30444,41,55000,MORTGAGE,17,PERSONAL," 9,000.00 ",5.99,0,0.16,N,17
22388,27,55000,MORTGAGE,1,DEBTCONSOLIDATION," 9,000.00 ",7.51,0,0.16,N,8
20849,34,55000,RENT,7,VENTURE," 9,000.00 ",7.74,0,0.16,N,6
23683,35,55000,RENT,3,DEBTCONSOLIDATION," 9,000.00 ",10.25,0,0.16,N,6
9967,25,55000,RENT,9,EDUCATION," 9,000.00 ",10.99,0,0.16,N,4
9969,25,55000,RENT,5,HOMEIMPROVEMENT," 9,000.00 ",11.11,0,0.16,N,2
5100,24,55000,RENT,6,DEBTCONSOLIDATION," 9,000.00 ",12.87,0,0.16,N,4
22474,32,55000,MORTGAGE,0,MEDICAL," 9,000.00 ",13.85,0,0.16,N,10
9975,24,55000,RENT,2,HOMEIMPROVEMENT," 9,000.00 ",14.72,0,0.16,Y,2
7888,24,55000,OWN,4,VENTURE," 9,000.00 ",16.49,0,0.16,Y,2
5102,26,55000,RENT,10,EDUCATION," 9,000.00 ",16.7,0,0.16,N,3
9295,25,55000,MORTGAGE,4,MEDICAL," 9,000.00 ",16.77,1,0.16,Y,2
9972,26,55000,RENT,0,VENTURE," 9,000.00 ",,0,0.16,N,2
30469,36,55000,OWN,6,MEDICAL," 9,000.00 ",,0,0.16,N,16
20851,33,55070,RENT,0,MEDICAL," 9,000.00 ",8.49,0,0.16,N,5
30006,41,56000,RENT,3,HOMEIMPROVEMENT," 9,000.00 ",5.99,0,0.16,N,16
5107,24,56000,RENT,6,PERSONAL," 9,000.00 ",7.29,0,0.16,N,2
